['20231206105035', 'Kevin', 'Sales_dept', 'GET', 'Mobius/sales_manual/DATA', 'Sales_dept', 200]
['20231212105031', '12345', 'HR_dept', 'GET', 'Mobius/hr_manual/DATA', 'HR_dept', 200]
['20231212105031', '12345', 'HR_dept', 'GET', 'Mobius/server/DATA', 'HR_dept', 200]
['20231212105031', '12345', 'PR_dept', 'GET', 'Mobius/PR_design/DATA', 'PR_dept', 200]
['20231212105031', '12345', 'PR_dept', 'GET', 'Mobius/research_report/DATA', 'R&D_dept', 200]
['20231212105031', '12345', 'PR_dept', 'GET', 'Mobius/poster_items/DATA', 'PR_dept', 200]
['20231212105032', '12345', 'Sales_dept', 'GET', 'Mobius/sales_manual/DATA', 'Sales_dept', 200]
['20231212105032', '12345', 'HR_dept', 'GET', 'Mobius/sales_manual/DATA', 'Sales_dept', 200]
['20231212105032', '12345', 'Sales_dept', 'GET', 'Mobius/server/DATA', 'HR_dept', 200]
['20231212105032', '12345', 'R&D_dept', 'GET', 'Mobius/PR_design/DATA', 'PR_dept', 200]
['20231212105032', '12345', 'R&D_dept', 'GET', 'Mobius/research_report/DATA', 'R&D_dept', 200]
['20231212105032', '12345', 'R&D_dept', 'GET', 'Mobius/poster_items/DATA', 'PR_dept', 200]
['20231212105032', '12345', 'HR_dept', 'GET', 'Mobius/sales_manual/DATA', 'Sales_dept', 200]
['20231212105032', '12345', 'HR_dept', 'GET', 'Mobius/hr_manual/DATA', 'HR_dept', 200]
['20231212105032', '12345', 'HR_dept', 'GET', 'Mobius/server/DATA', 'HR_dept', 200]
['20231212105032', '12345', 'PR_dept', 'GET', 'Mobius/PR_design/DATA', 'PR_dept', 200]
['20231212105032', '12345', 'PR_dept', 'GET', 'Mobius/research_report/DATA', 'R&D_dept', 200]
['20231212105032', '12345', 'PR_dept', 'GET', 'Mobius/poster_items/DATA', 'PR_dept', 200]
['20231212105032', '12345', 'Sales_dept', 'GET', 'Mobius/sales_manual/DATA', 'Sales_dept', 200]
['20231212105032', '12345', 'HR_dept', 'GET', 'Mobius/sales_manual/DATA', 'Sales_dept', 200]
['20231212105032', '12345', 'Sales_dept', 'GET', 'Mobius/server/DATA', 'HR_dept', 200]
['20231212105032', '12345', 'R&D_dept', 'GET', 'Mobius/PR_design/DATA', 'PR_dept', 200]
['20231212105032', '12345', 'R&D_dept', 'GET', 'Mobius/research_report/DATA', 'R&D_dept', 200]
['20231212105032', '12345', 'R&D_dept', 'GET', 'Mobius/poster_items/DATA', 'PR_dept', 200]
['20231212105032', '12345', 'HR_dept', 'GET', 'Mobius/sales_manual/DATA', 'Sales_dept', 200]
['20231212105032', '12345', 'HR_dept', 'GET', 'Mobius/hr_manual/DATA', 'HR_dept', 200]
['20231212105032', '12345', 'HR_dept', 'GET', 'Mobius/server/DATA', 'HR_dept', 200]
['20231212105032', '12345', 'PR_dept', 'GET', 'Mobius/PR_design/DATA', 'PR_dept', 200]
['20231212105032', '12345', 'PR_dept', 'GET', 'Mobius/research_report/DATA', 'R&D_dept', 200]
['20231212105032', '12345', 'PR_dept', 'GET', 'Mobius/poster_items/DATA', 'PR_dept', 200]
['20231212105033', '12345', 'Sales_dept', 'GET', 'Mobius/sales_manual/DATA', 'Sales_dept', 200]
['20231212105033', '12345', 'HR_dept', 'GET', 'Mobius/sales_manual/DATA', 'Sales_dept', 200]
['20231212105033', '12345', 'Sales_dept', 'GET', 'Mobius/server/DATA', 'HR_dept', 200]
['20231212105033', '12345', 'R&D_dept', 'GET', 'Mobius/PR_design/DATA', 'PR_dept', 200]
['20231212105033', '12345', 'R&D_dept', 'GET', 'Mobius/research_report/DATA', 'R&D_dept', 200]
['20231212105033', '12345', 'R&D_dept', 'GET', 'Mobius/poster_items/DATA', 'PR_dept', 200]
['20231212105033', '12345', 'HR_dept', 'GET', 'Mobius/sales_manual/DATA', 'Sales_dept', 200]
['20231212105033', '12345', 'HR_dept', 'GET', 'Mobius/hr_manual/DATA', 'HR_dept', 200]
['20231212105033', '12345', 'HR_dept', 'GET', 'Mobius/server/DATA', 'HR_dept', 200]
['20231212105033', '12345', 'PR_dept', 'GET', 'Mobius/PR_design/DATA', 'PR_dept', 200]
['20231212105033', '12345', 'PR_dept', 'GET', 'Mobius/research_report/DATA', 'R&D_dept', 200]
['20231212105033', '12345', 'PR_dept', 'GET', 'Mobius/poster_items/DATA', 'PR_dept', 200]
['20231212105033', '12345', 'Sales_dept', 'GET', 'Mobius/sales_manual/DATA', 'Sales_dept', 200]
['20231212105033', '12345', 'HR_dept', 'GET', 'Mobius/sales_manual/DATA', 'Sales_dept', 200]
['20231212105033', '12345', 'Sales_dept', 'GET', 'Mobius/server/DATA', 'HR_dept', 200]
['20231212105033', '12345', 'R&D_dept', 'GET', 'Mobius/PR_design/DATA', 'PR_dept', 200]
['20231212105033', '12345', 'R&D_dept', 'GET', 'Mobius/research_report/DATA', 'R&D_dept', 200]
['20231212105033', '12345', 'R&D_dept', 'GET', 'Mobius/poster_items/DATA', 'PR_dept', 200]
['20231212105033', '12345', 'HR_dept', 'GET', 'Mobius/sales_manual/DATA', 'Sales_dept', 200]
['20231212105033', '12345', 'HR_dept', 'GET', 'Mobius/hr_manual/DATA', 'HR_dept', 200]
['20231212105033', '12345', 'HR_dept', 'GET', 'Mobius/server/DATA', 'HR_dept', 200]
['20231212105033', '12345', 'PR_dept', 'GET', 'Mobius/PR_design/DATA', 'PR_dept', 200]
['20231212105033', '12345', 'PR_dept', 'GET', 'Mobius/research_report/DATA', 'R&D_dept', 200]
['20231212105033', '12345', 'PR_dept', 'GET', 'Mobius/poster_items/DATA', 'PR_dept', 200]
['20231212105034', '12345', 'Sales_dept', 'POST', 'Mobius/sales_manual/DATA', 'Sales_dept', 200]
['20231212105034', '12345', 'HR_dept', 'POST', 'Mobius/sales_manual/DATA', 'Sales_dept', 200]
['20231212105034', '12345', 'Sales_dept', 'POST', 'Mobius/server/DATA', 'HR_dept', 200]
['20231212105034', '12345', 'R&D_dept', 'POST', 'Mobius/PR_design/DATA', 'PR_dept', 200]
['20231212105034', '12345', 'R&D_dept', 'POST', 'Mobius/research_report/DATA', 'R&D_dept', 200]
['20231212105034', '12345', 'R&D_dept', 'POST', 'Mobius/poster_items/DATA', 'PR_dept', 200]
['20231212105034', '12345', 'HR_dept', 'POST', 'Mobius/sales_manual/DATA', 'Sales_dept', 200]
['20231212105034', '12345', 'HR_dept', 'POST', 'Mobius/hr_manual/DATA', 'HR_dept', 200]
['20231212105034', '12345', 'HR_dept', 'POST', 'Mobius/server/DATA', 'HR_dept', 200]
['20231212105034', '12345', 'PR_dept', 'POST', 'Mobius/PR_design/DATA', 'PR_dept', 200]
['20231212105034', '12345', 'PR_dept', 'POST', 'Mobius/research_report/DATA', 'R&D_dept', 200]
['20231212105034', '12345', 'PR_dept', 'POST', 'Mobius/poster_items/DATA', 'PR_dept', 200]
['20231212105035', '12345', 'Sales_dept', 'POST', 'Mobius/sales_manual/DATA', 'Sales_dept', 200]
['20231212105035', '12345', 'HR_dept', 'POST', 'Mobius/sales_manual/DATA', 'Sales_dept', 200]
['20231212105035', '12345', 'Sales_dept', 'POST', 'Mobius/server/DATA', 'HR_dept', 200]
['20231212105035', '12345', 'R&D_dept', 'POST', 'Mobius/PR_design/DATA', 'PR_dept', 200]
['20231212105035', '12345', 'R&D_dept', 'POST', 'Mobius/research_report/DATA', 'R&D_dept', 200]
['20231212105035', '12345', 'R&D_dept', 'POST', 'Mobius/poster_items/DATA', 'PR_dept', 200]
['20231212105035', '12345', 'HR_dept', 'POST', 'Mobius/sales_manual/DATA', 'Sales_dept', 200]
['20231212105035', '12345', 'HR_dept', 'POST', 'Mobius/hr_manual/DATA', 'HR_dept', 200]
['20231212105035', '12345', 'HR_dept', 'POST', 'Mobius/server/DATA', 'HR_dept', 200]
['20231212105035', '12345', 'PR_dept', 'POST', 'Mobius/PR_design/DATA', 'PR_dept', 200]
['20231212105035', '12345', 'PR_dept', 'POST', 'Mobius/research_report/DATA', 'R&D_dept', 200]
['20231212105035', '12345', 'PR_dept', 'POST', 'Mobius/poster_items/DATA', 'PR_dept', 200]
['20231212105036', '12345', 'Sales_dept', 'POST', 'Mobius/sales_manual/DATA', 'Sales_dept', 200]
['20231212105036', '12345', 'HR_dept', 'POST', 'Mobius/sales_manual/DATA', 'Sales_dept', 200]
['20231212105036', '12345', 'Sales_dept', 'POST', 'Mobius/server/DATA', 'HR_dept', 200]
['20231212105036', '12345', 'R&D_dept', 'POST', 'Mobius/PR_design/DATA', 'PR_dept', 200]
['20231212105036', '12345', 'R&D_dept', 'POST', 'Mobius/research_report/DATA', 'R&D_dept', 200]
['20231212105036', '12345', 'R&D_dept', 'POST', 'Mobius/poster_items/DATA', 'PR_dept', 200]
['20231212105036', '12345', 'HR_dept', 'POST', 'Mobius/sales_manual/DATA', 'Sales_dept', 200]
['20231212105036', '12345', 'HR_dept', 'POST', 'Mobius/hr_manual/DATA', 'HR_dept', 200]
['20231212105036', '12345', 'HR_dept', 'POST', 'Mobius/server/DATA', 'HR_dept', 200]
['20231212105036', '12345', 'PR_dept', 'POST', 'Mobius/PR_design/DATA', 'PR_dept', 200]
['20231212105036', '12345', 'PR_dept', 'POST', 'Mobius/research_report/DATA', 'R&D_dept', 200]
['20231212105036', '12345', 'PR_dept', 'POST', 'Mobius/poster_items/DATA', 'PR_dept', 200]
['20231212110035', '12345', 'Sales_dept', 'POST', 'Mobius/sales_manual/DATA', 'Sales_dept', 200]
['20231212110035', '12345', 'HR_dept', 'POST', 'Mobius/sales_manual/DATA', 'Sales_dept', 200]
['20231212110035', '12345', 'Sales_dept', 'POST', 'Mobius/server/DATA', 'HR_dept', 200]
['20231212110035', '12345', 'R&D_dept', 'POST', 'Mobius/PR_design/DATA', 'PR_dept', 200]
['20231212110035', '12345', 'R&D_dept', 'POST', 'Mobius/research_report/DATA', 'R&D_dept', 200]
['20231212110035', '12345', 'R&D_dept', 'POST', 'Mobius/poster_items/DATA', 'PR_dept', 200]
['20231212110035', '12345', 'HR_dept', 'POST', 'Mobius/sales_manual/DATA', 'Sales_dept', 200]
['20231212110035', '12345', 'HR_dept', 'POST', 'Mobius/hr_manual/DATA', 'HR_dept', 200]
['20231212110035', '12345', 'HR_dept', 'POST', 'Mobius/server/DATA', 'HR_dept', 200]
['20231212110035', '12345', 'PR_dept', 'POST', 'Mobius/PR_design/DATA', 'PR_dept', 200]
['20231212110035', '12345', 'PR_dept', 'POST', 'Mobius/research_report/DATA', 'R&D_dept', 200]
['20231212110035', '12345', 'PR_dept', 'POST', 'Mobius/poster_items/DATA', 'PR_dept', 200]
['20231212110039', 'Admin', 'Sales_dept', 'UPDATE', 'Mobius/sales_manual/DATA', 'Sales_dept', 200]
['20231212110039', 'Admin', 'Sales_dept', 'UPDATE', 'Mobius/sales_manual/DATA', 'Sales_dept', 200]
['20231212110039', 'Admin', 'Sales_dept', 'UPDATE', 'Mobius/hr_manual/DATA', 'HR_dept', 200]
['20231212110811', 'Admin', 'Sales_dept', 'UPDATE', 'Mobius/hr_manual/DATA', 'HR_dept', 200]
['20231212120102', 'Admin', 'R&D_dept', 'UPDATE', 'Mobius/poster_items/DATA', 'PR_dept', 200]
['20231212120102', 'Admin', 'Sales_dept', 'UPDATE', 'Mobius/server/DATA', 'HR_dept', 200]
['20231212120102', 'Admin', 'R&D_dept', 'UPDATE', 'Mobius/poster_items/DATA', 'PR_dept', 200]
['20231212120102', 'Admin', 'R&D_dept', 'UPDATE', 'Mobius/PR_design/DATA', 'PR_dept', 200]
['20231212120102', 'Admin', 'R&D_dept', 'UPDATE', 'Mobius/PR_design/DATA', 'PR_dept', 200]
['20231212120102', 'Admin', 'Sales_dept', 'UPDATE', 'Mobius/server/DATA', 'HR_dept', 200]
['20231212120102', 'Admin', 'R&D_dept', 'UPDATE', 'Mobius/research_report/DATA', 'R&D_dept', 200]
['20231212120102', 'Admin', 'R&D_dept', 'UPDATE', 'Mobius/research_report/DATA', 'R&D_dept', 200]
['20231212125924', '12345', 'Sales_dept', 'GET', 'Mobius/sales_manual/DATA', 'Sales_dept', 200]
['20231212125924', '12345', 'HR_dept', 'GET', 'Mobius/sales_manual/DATA', 'Sales_dept', 200]
['20231212125924', '12345', 'Sales_dept', 'GET', 'Mobius/server/DATA', 'HR_dept', 200]
['20231212125924', '12345', 'R&D_dept', 'GET', 'Mobius/PR_design/DATA', 'PR_dept', 200]
['20231212125924', '12345', 'R&D_dept', 'GET', 'Mobius/research_report/DATA', 'R&D_dept', 200]
['20231212125924', '12345', 'R&D_dept', 'GET', 'Mobius/poster_items/DATA', 'PR_dept', 200]
['20231212125924', '12345', 'HR_dept', 'GET', 'Mobius/sales_manual/DATA', 'Sales_dept', 200]
['20231212125924', '12345', 'HR_dept', 'GET', 'Mobius/hr_manual/DATA', 'HR_dept', 200]
['20231212125924', '12345', 'HR_dept', 'GET', 'Mobius/server/DATA', 'HR_dept', 200]
['20231212125924', '12345', 'PR_dept', 'GET', 'Mobius/PR_design/DATA', 'PR_dept', 200]
['20231212125924', '12345', 'PR_dept', 'GET', 'Mobius/research_report/DATA', 'R&D_dept', 200]
['20231212125924', '12345', 'PR_dept', 'GET', 'Mobius/poster_items/DATA', 'PR_dept', 200]
['20231212125722', 'Admin', 'Sales_dept', 'UPDATE', 'Mobius/sales_manual/DATA', 'Sales_dept', 200]
['20231212125722', 'Admin', 'Sales_dept', 'UPDATE', 'Mobius/sales_manual/DATA', 'Sales_dept', 200]
['20231212125722', 'Admin', 'Sales_dept', 'UPDATE', 'Mobius/server/DATA', 'HR_dept', 200]
['20231212125722', 'Admin', 'Sales_dept', 'UPDATE', 'Mobius/server/DATA', 'HR_dept', 200]
['20231212125722', 'Admin', 'R&D_dept', 'UPDATE', 'Mobius/poster_items/DATA', 'PR_dept', 200]
['20231212125722', 'Admin', 'R&D_dept', 'UPDATE', 'Mobius/poster_items/DATA', 'PR_dept', 200]
['20231212125722', 'Admin', 'R&D_dept', 'UPDATE', 'Mobius/PR_design/DATA', 'PR_dept', 200]
['20231212125722', 'Admin', 'R&D_dept', 'UPDATE', 'Mobius/PR_design/DATA', 'PR_dept', 200]
['20231212125722', 'Admin', 'R&D_dept', 'UPDATE', 'Mobius/research_report/DATA', 'R&D_dept', 200]
['20231212125722', 'Admin', 'R&D_dept', 'UPDATE', 'Mobius/research_report/DATA', 'R&D_dept', 200]
['20231212150739', 'Admin', 'Sales_dept', 'UPDATE', 'Mobius/hr_manual/DATA', 'HR_dept', 200]
['20231212152155', '12345', 'Sales_dept', 'GET', 'Mobius/sales_manual/DATA', 'Sales_dept', 200]
['20231212152155', '12345', 'HR_dept', 'GET', 'Mobius/sales_manual/DATA', 'Sales_dept', 200]
['20231212152155', '12345', 'Sales_dept', 'GET', 'Mobius/server/DATA', 'HR_dept', 200]
['20231212152155', '12345', 'R&D_dept', 'GET', 'Mobius/PR_design/DATA', 'PR_dept', 200]
['20231212152155', '12345', 'R&D_dept', 'GET', 'Mobius/research_report/DATA', 'R&D_dept', 200]
['20231212152155', '12345', 'R&D_dept', 'GET', 'Mobius/poster_items/DATA', 'PR_dept', 200]
['20231212152155', '12345', 'HR_dept', 'GET', 'Mobius/sales_manual/DATA', 'Sales_dept', 200]
['20231212152155', '12345', 'HR_dept', 'GET', 'Mobius/hr_manual/DATA', 'HR_dept', 200]
['20231212152155', '12345', 'HR_dept', 'GET', 'Mobius/server/DATA', 'HR_dept', 200]
['20231212152155', '12345', 'PR_dept', 'GET', 'Mobius/PR_design/DATA', 'PR_dept', 200]
['20231212152155', '12345', 'PR_dept', 'GET', 'Mobius/research_report/DATA', 'R&D_dept', 200]
['20231212152155', '12345', 'PR_dept', 'GET', 'Mobius/poster_items/DATA', 'PR_dept', 200]
['20231212150739', 'Admin', 'Sales_dept', 'UPDATE', 'Mobius/hr_manual/DATA', 'HR_dept', 200]
['20231212150739', 'Admin', 'Sales_dept', 'UPDATE', 'Mobius/hr_manual/DATA', 'HR_dept', 200]
['20231226145023', 'Admin', 'R&D_dept', 'UPDATE', 'Mobius/research_report/DATA', 'R&D_dept', 200]
['20231226145023', 'Admin', 'R&D_dept', 'UPDATE', 'Mobius/research_report/DATA', 'R&D_dept', 200]
['20231226145023', 'Admin', 'R&D_dept', 'UPDATE', 'Mobius/PR_design/DATA', 'PR_dept', 200]
['20231226145023', 'Admin', 'R&D_dept', 'UPDATE', 'Mobius/PR_design/DATA', 'PR_dept', 200]
['20231226151753', 'Admin', 'R&D_dept', 'UPDATE', 'Mobius/poster_items/DATA', 'PR_dept', 200]
['20231226151753', 'Admin', 'R&D_dept', 'UPDATE', 'Mobius/poster_items/DATA', 'PR_dept', 200]
['20231226154046', 'Admin', 'Sales_dept', 'UPDATE', 'Mobius/sales_manual/DATA', 'Sales_dept', 200]
['20231226154046', 'Admin', 'Sales_dept', 'UPDATE', 'Mobius/sales_manual/DATA', 'Sales_dept', 200]
['20231226154046', 'Admin', 'Sales_dept', 'UPDATE', 'Mobius/server/DATA', 'HR_dept', 200]
['20240105184428', '12345', 'Sales_dept', 'GET', 'Mobius/sales_manual/DATA', 'Sales_dept', 200]
['20240105184428', '12345', 'HR_dept', 'GET', 'Mobius/sales_manual/DATA', 'Sales_dept', 200]
['20240105184428', '12345', 'Sales_dept', 'GET', 'Mobius/server/DATA', 'HR_dept', 200]
['20240105184428', '12345', 'R&D_dept', 'GET', 'Mobius/PR_design/DATA', 'PR_dept', 200]
['20240105184428', '12345', 'R&D_dept', 'GET', 'Mobius/research_report/DATA', 'R&D_dept', 200]
['20240105184428', '12345', 'R&D_dept', 'GET', 'Mobius/poster_items/DATA', 'PR_dept', 200]
['20240105184428', '12345', 'HR_dept', 'GET', 'Mobius/sales_manual/DATA', 'Sales_dept', 200]
['20240105184428', '12345', 'HR_dept', 'GET', 'Mobius/hr_manual/DATA', 'HR_dept', 200]
['20240105184428', '12345', 'HR_dept', 'GET', 'Mobius/server/DATA', 'HR_dept', 200]
['20240105184428', '12345', 'PR_dept', 'GET', 'Mobius/PR_design/DATA', 'PR_dept', 200]
['20240105184428', '12345', 'PR_dept', 'GET', 'Mobius/research_report/DATA', 'R&D_dept', 200]
['20240105184428', '12345', 'PR_dept', 'GET', 'Mobius/poster_items/DATA', 'PR_dept', 200]
['20231226154046', 'Admin', 'Sales_dept', 'UPDATE', 'Mobius/sales_manual/DATA', 'Sales_dept', 200]
['20240408143631', 'Admin', 'Sales_dept', 'UPDATE', 'Mobius/hr_manual/DATA', 'HR_dept', 200]
['20240408143631', 'Admin', 'Sales_dept', 'UPDATE', 'Mobius/hr_manual/DATA', 'HR_dept', 200]
['20240408151412', 'Kevin', 'Sales_dept', 'GET', 'Mobius/sales_manual/DATA', 'Sales_dept', 200]
['20240408151634', 'Kevin', 'Sales_dept', 'GET', 'Mobius/hr_manual/DATA', '', 403]
['20240408151717', 'Kevin', 'Sales_dept', 'GET', 'Mobius/sales_manual/DATA', 'Sales_dept', 200]
['20240408151830', 'Michael', 'HR_dept', 'GET', 'Mobius/PR_design/DATA', '', 403]
['20240408151841', 'Kevin', 'Sales_dept', 'GET', 'Mobius/sales_manual/DATA', 'Sales_dept', 200]
['20240408151923', 'Kevin', 'Sales_dept', 'GET', 'Mobius/sales_manual/DATA', 'Sales_dept', 200]
['20240408151955', 'Alice', 'HR_dept', 'GET', 'Mobius/sales_manual/DATA', '', 403]
['20240408143631', 'Admin', 'R&D_dept', 'UPDATE', 'Mobius/poster_items/DATA', 'PR_dept', 200]
['20240408143631', 'Admin', 'Sales_dept', 'UPDATE', 'Mobius/server/DATA', 'HR_dept', 200]
['20240408153719', 'Alice', 'HR_dept', 'GET', 'Mobius/server/DATA', 'HR_dept', 200]
['20240408143631', 'Admin', 'Sales_dept', 'UPDATE', 'Mobius/server/DATA', 'HR_dept', 200]
['20240408143631', 'Admin', 'Sales_dept', 'UPDATE', 'Mobius/sales_manual/DATA', 'Sales_dept', 200]
['20240408143631', 'Admin', 'R&D_dept', 'UPDATE', 'Mobius/poster_items/DATA', 'PR_dept', 200]
